start_station_name,end_station_name,Latitude_x,Longitude_x,Latitude_y,Longitude_y
10th & E St NW,10th & E St NW,38.8961384,-77.0260002,38.8961384,-77.0260002
10th & G St NW,10th & E St NW,38.8983151,-77.0259896,38.8961384,-77.0260002
10th & K St NW,10th & E St NW,38.90253,-77.0259938,38.8961384,-77.0260002
10th & Monroe St NE,10th & E St NW,38.9324632,-76.9926274,38.8961384,-77.0260002
10th St & Constitution Ave NW,10th & E St NW,38.8921062,-77.0259036,38.8961384,-77.0260002
10th St & L'Enfant Plaza SW,10th & E St NW,38.8842094,-77.0253936,38.8961384,-77.0260002
11th & F St NW,10th & E St NW,38.8973435,-77.0270466,38.8961384,-77.0260002
11th & Girard St NW,10th & E St NW,38.925755,-77.02704,38.8961384,-77.0260002
11th & Kenyon St NW,10th & E St NW,38.929685,-77.0277483,38.8961384,-77.0260002
11th & M St NW,10th & E St NW,38.905637,-77.027041,38.8961384,-77.0260002
11th & O St NW,10th & E St NW,38.9085726,-77.0270402,38.8961384,-77.0260002
11th & Park Rd NW,10th & E St NW,38.931821,-77.02826,38.8961384,-77.0260002
11th & S St NW,10th & E St NW,38.9140948,-77.0270455,38.8961384,-77.0260002
12th & L St NW,10th & E St NW,38.9037322,-77.028088,38.8961384,-77.0260002
13th & D St NE,10th & E St NW,38.894777,-76.9883104,38.8961384,-77.0260002
13th St & New York Ave NW,10th & E St NW,38.9002912,-77.0295883,38.8961384,-77.0260002
14th & Belmont St NW,10th & E St NW,38.921086,-77.031873,38.8961384,-77.0260002
14th & D St NW / Ronald Reagan Building,10th & E St NW,38.8939166,-77.0307749,38.8961384,-77.0260002
14th & G St NW,10th & E St NW,38.8983306,-77.0319663,38.8961384,-77.0260002
14th & Girard St NW,10th & E St NW,38.925502,-77.032316,38.8961384,-77.0260002
14th & Harvard St NW,10th & E St NW,38.9265708,-77.0324139,38.8961384,-77.0260002
14th & L St NW,10th & E St NW,38.903746,-77.0319747,38.8961384,-77.0260002
14th & R St NW,10th & E St NW,38.9126061,-77.0319494,38.8961384,-77.0260002
14th & Rhode Island Ave NW,10th & E St NW,38.9088311,-77.0319575,38.8961384,-77.0260002
14th & V St NW,10th & E St NW,38.9181132,-77.0319544,38.8961384,-77.0260002
14th St & New York Ave NW,10th & E St NW,38.8993304,-77.0319713,38.8961384,-77.0260002
14th St & Spring Rd NW,10th & E St NW,38.9370752,-77.0327226,38.8961384,-77.0260002
15th & L St NW,10th & E St NW,38.9037458,-77.0345694,38.8961384,-77.0260002
15th & M St NW,10th & E St NW,38.9056496,-77.0345673,38.8961384,-77.0260002
15th & P St NW,10th & E St NW,38.9096682,-77.0345588,38.8961384,-77.0260002
15th & W St NW,10th & E St NW,38.9191619,-77.034716,38.8961384,-77.0260002
15th St & Constitution Ave NW,10th & E St NW,38.8921024,-77.0336424,38.8961384,-77.0260002
15th St & Massachusetts Ave SE,10th & E St NW,38.9065186,-77.0345597,38.8961384,-77.0260002
16th & Harvard St NW,10th & E St NW,38.9262792,-77.0364613,38.8961384,-77.0260002
16th & Irving St NW,10th & E St NW,38.9286821,-77.0364572,38.8961384,-77.0260002
16th & R St NW,10th & E St NW,38.9126037,-77.0365134,38.8961384,-77.0260002
17th & Corcoran St NW,10th & E St NW,38.9118701,-77.0384855,38.8961384,-77.0260002
17th & G St NW,10th & E St NW,38.8983186,-77.0394614,38.8961384,-77.0260002
17th & K St NW,10th & E St NW,38.9024024,-77.0395084,38.8961384,-77.0260002
17th St & Massachusetts Ave NW,10th & E St NW,38.9079341,-77.0385233,38.8961384,-77.0260002
18th & M St NW,10th & E St NW,38.9056568,-77.0416876,38.8961384,-77.0260002
18th & R St NW,10th & E St NW,38.9126074,-77.0416631,38.8961384,-77.0260002
18th St & Rhode Island Ave NE,10th & E St NW,38.9246899,-76.9854606,38.8961384,-77.0260002
18th St & Wyoming Ave NW,10th & E St NW,38.9187411,-77.0416565,38.8961384,-77.0260002
19th & East Capitol St SE,10th & E St NW,38.8897738,-76.977254,38.8961384,-77.0260002
19th & G St NW,10th & E St NW,38.898331,-77.0434727,38.8961384,-77.0260002
19th & K St NW,10th & E St NW,38.902416,-77.0434552,38.8961384,-77.0260002
19th St & Pennsylvania Ave NW,10th & E St NW,38.9002149,-77.043466,38.8961384,-77.0260002
1st & D St SE,10th & E St NW,38.88494,-77.00873,38.8961384,-77.0260002
1st & H St NW,10th & E St NW,38.9002169,-77.0312345,38.8961384,-77.0260002
1st & M St NE,10th & E St NW,38.9056533,-77.0058882,38.8961384,-77.0260002
1st & M St SE,10th & E St NW,38.8768635,-76.9831619,38.8961384,-77.0260002
1st & Rhode Island Ave NW,10th & E St NW,38.9112599,-77.0251579,38.8961384,-77.0260002
20th St & Florida Ave NW,10th & E St NW,38.9151073,-77.044913,38.8961384,-77.0260002
20th St & Virginia Ave NW,10th & E St NW,38.8945839,-77.0451625,38.8961384,-77.0260002
22nd & P ST NW,10th & E St NW,38.909643,-77.0487969,38.8961384,-77.0260002
22nd St & Constitution Ave NW,10th & E St NW,38.8921184,-77.0488686,38.8961384,-77.0260002
25th St & Pennsylvania Ave NW,10th & E St NW,38.9036639,-77.0533013,38.8961384,-77.0260002
2nd & G St NE,10th & E St NW,38.89894,-77.00901,38.8961384,-77.0260002
2nd St & Massachusetts Ave NE,10th & E St NW,38.8952128,-77.0035114,38.8961384,-77.0260002
34th St & Wisconsin Ave NW,10th & E St NW,38.915761,-77.067795,38.8961384,-77.0260002
3rd & D St SE,10th & E St NW,38.8851,-77.0023,38.8961384,-77.0260002
3rd & Elm St NW,10th & E St NW,38.9174514,-77.016491,38.8961384,-77.0260002
3rd & G St SE,10th & E St NW,38.8812662,-76.9914837,38.8961384,-77.0260002
3rd & H St NE,10th & E St NW,38.9003026,-77.0016867,38.8961384,-77.0260002
3rd & H St NW,10th & E St NW,38.9002169,-77.0312345,38.8961384,-77.0260002
3rd & M St NE,10th & E St NW,38.905696,-76.997098,38.8961384,-77.0260002
3rd & Tingey St SE,10th & E St NW,38.8748964,-76.9999472,38.8961384,-77.0260002
3rd St & Pennsylvania Ave SE,10th & E St NW,38.887124,-77.001692,38.8961384,-77.0260002
4th & C St SW,10th & E St NW,38.88631,-77.01799,38.8961384,-77.0260002
4th & D St NW / Judiciary Square,10th & E St NW,38.8946621,-77.0306956,38.8961384,-77.0260002
4th & E St SW,10th & E St NW,38.8832394,-77.0154581,38.8961384,-77.0260002
4th & M St SW,10th & E St NW,38.8765291,-77.0141041,38.8961384,-77.0260002
4th St & Madison Dr NW,10th & E St NW,38.8905995,-77.0175703,38.8961384,-77.0260002
5th & F St NW,10th & E St NW,38.897337,-77.018929,38.8961384,-77.0260002
5th & K St NW,10th & E St NW,38.9025277,-77.0189305,38.8961384,-77.0260002
5th St & Massachusetts Ave NW,10th & E St NW,38.9011312,-77.0189262,38.8961384,-77.0260002
6th & H St NE,10th & E St NW,38.9002104,-76.9984441,38.8961384,-77.0260002
6th St & Indiana Ave NW,10th & E St NW,38.8944395,-77.0199018,38.8961384,-77.0260002
7th & F St NW / National Portrait Gallery,10th & E St NW,38.8978267,-77.023019,38.8961384,-77.0260002
7th & K St NW,10th & E St NW,38.9021412,-77.021891,38.8961384,-77.0260002
8th & D St NW,10th & E St NW,38.8947972,-77.0229688,38.8961384,-77.0260002
8th & East Capitol St NE,10th & E St NW,38.8898269,-76.9541242,38.8961384,-77.0260002
8th & F St NE,10th & E St NW,38.897333,-76.994965,38.8961384,-77.0260002
8th & H St NW,10th & E St NW,38.899814,-77.022948,38.8961384,-77.0260002
8th & O St NW,10th & E St NW,38.9085637,-77.0229375,38.8961384,-77.0260002
Adams Mill & Columbia Rd NW,10th & E St NW,38.9226795,-77.0426674,38.8961384,-77.0260002
C & O Canal & Wisconsin Ave NW,10th & E St NW,38.9594117,-77.0850407,38.8961384,-77.0260002
California St & Florida Ave NW,10th & E St NW,38.9178137,-77.0403994,38.8961384,-77.0260002
Columbia & Ontario Rd NW,10th & E St NW,38.9221879,-77.0401742,38.8961384,-77.0260002
Columbia Rd & Belmont St NW,10th & E St NW,38.9205817,-77.043926,38.8961384,-77.0260002
Columbus Circle / Union Station,10th & E St NW,38.896995,-77.006384,38.8961384,-77.0260002
Constitution Ave & 2nd St NW/DOL,10th & E St NW,38.8921052,-77.0136447,38.8961384,-77.0260002
D St & Maryland Ave NE,10th & E St NW,38.8947301,-76.9968333,38.8961384,-77.0260002
Eads St & 12th St S,10th & E St NW,38.8630946,-77.0542825,38.8961384,-77.0260002
Eastern Market / 7th & North Carolina Ave SE,10th & E St NW,38.8864481,-76.996479,38.8961384,-77.0260002
Eckington Pl & Q St NE,10th & E St NW,38.9111223,-77.0047933,38.8961384,-77.0260002
Florida Ave & R St NW,10th & E St NW,38.9126039,-77.0132898,38.8961384,-77.0260002
Henry Bacon Dr & Lincoln Memorial Circle NW,10th & E St NW,38.8901667,-77.049611,38.8961384,-77.0260002
Independence Ave & L'Enfant Plaza SW/DOE,10th & E St NW,38.8862882,-77.0265843,38.8961384,-77.0260002
Jefferson Dr & 14th St SW,10th & E St NW,38.8886121,-77.0319526,38.8961384,-77.0260002
Jefferson Memorial,10th & E St NW,38.8814158,-77.0364657,38.8961384,-77.0260002
King St Metro North / Cameron St,10th & E St NW,38.8071744,-77.0600935,38.8961384,-77.0260002
L'Enfant Plaza / 7th & C St SW,10th & E St NW,38.8839245,-77.024976,38.8961384,-77.0260002
Lamont & Mt Pleasant NW,10th & E St NW,38.9311391,-77.0382492,38.8961384,-77.0260002
Lincoln Memorial,10th & E St NW,38.8892686,-77.050176,38.8961384,-77.0260002
M St & Pennsylvania Ave NW,10th & E St NW,38.9052453,-77.0579267,38.8961384,-77.0260002
Maine Ave & 7th St SW,10th & E St NW,38.8786499,-77.022833,38.8961384,-77.0260002
Maine Ave & 9th St SW,10th & E St NW,38.8802954,-77.0249438,38.8961384,-77.0260002
Massachusetts Ave & Dupont Circle NW,10th & E St NW,38.909303,-77.0427814,38.8961384,-77.0260002
Metro Center / 12th & G St NW,10th & E St NW,38.8980522,-77.0282299,38.8961384,-77.0260002
New Hampshire Ave & T St NW,10th & E St NW,38.9155803,-77.0378968,38.8961384,-77.0260002
New Jersey Ave & F St NW,10th & E St NW,38.8973436,-77.0118709,38.8961384,-77.0260002
New Jersey Ave & N St NW/Dunbar HS,10th & E St NW,38.9075024,-77.0128468,38.8961384,-77.0260002
New York Ave & 15th St NW,10th & E St NW,38.8987597,-77.0336773,38.8961384,-77.0260002
New York Ave & Hecht Ave NE,10th & E St NW,38.9160259,-76.983832,38.8961384,-77.0260002
North Capitol St & F St NW,10th & E St NW,38.8973304,-77.0091024,38.8961384,-77.0260002
North Capitol St & G Pl NE,10th & E St NW,38.8995605,-77.0090117,38.8961384,-77.0260002
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,10th & E St NW,38.8834579,-77.0429536,38.8961384,-77.0260002
Park Rd & Holmead Pl NW,10th & E St NW,38.9309272,-77.030867,38.8961384,-77.0260002
Potomac & Pennsylvania Ave SE,10th & E St NW,38.8731037,-76.9695601,38.8961384,-77.0260002
Potomac Ave & Half St SW,10th & E St NW,38.870096,-77.0106608,38.8961384,-77.0260002
Smithsonian-National Mall / Jefferson Dr & 12th St SW,10th & E St NW,38.8886581,-77.0281975,38.8961384,-77.0260002
Tenleytown / Wisconsin Ave & Albemarle St NW,10th & E St NW,38.9479287,-77.0796836,38.8961384,-77.0260002
Thomas Circle,10th & E St NW,38.9059397,-77.0317658,38.8961384,-77.0260002
US Dept of State / Virginia Ave & 21st St NW,10th & E St NW,38.8948244,-77.0470168,38.8961384,-77.0260002
USDA / 12th & C St SW,10th & E St NW,38.8867712,-77.029926,38.8961384,-77.0260002
USDA / 12th & C St SW,10th & E St NW,38.8867712,-77.029926,38.8961384,-77.0260002
Vermont Ave & I St NW,10th & E St NW,38.9013406,-77.0345896,38.8961384,-77.0260002
10th & E St NW,10th & G St NW,38.8961384,-77.0260002,38.8983151,-77.0259896
10th & G St NW,10th & G St NW,38.8983151,-77.0259896,38.8983151,-77.0259896
10th & K St NW,10th & G St NW,38.90253,-77.0259938,38.8983151,-77.0259896
10th & U St NW,10th & G St NW,38.917007,-77.0259857,38.8983151,-77.0259896
10th St & Constitution Ave NW,10th & G St NW,38.8921062,-77.0259036,38.8983151,-77.0259896
11th & F St NW,10th & G St NW,38.8973435,-77.0270466,38.8983151,-77.0259896
11th & Girard St NW,10th & G St NW,38.925755,-77.02704,38.8983151,-77.0259896
11th & Kenyon St NW,10th & G St NW,38.929685,-77.0277483,38.8983151,-77.0259896
11th & M St NW,10th & G St NW,38.905637,-77.027041,38.8983151,-77.0259896
11th & O St NW,10th & G St NW,38.9085726,-77.0270402,38.8983151,-77.0259896
11th & Park Rd NW,10th & G St NW,38.931821,-77.02826,38.8983151,-77.0259896
11th & S St NW,10th & G St NW,38.9140948,-77.0270455,38.8983151,-77.0259896
12th & L St NW,10th & G St NW,38.9037322,-77.028088,38.8983151,-77.0259896
12th & U St NW,10th & G St NW,38.9170019,-77.0280891,38.8983151,-77.0259896
13th & D St NE,10th & G St NW,38.894777,-76.9883104,38.8983151,-77.0259896
13th & E St SE,10th & G St NW,38.882832,-76.9883198,38.8983151,-77.0259896
13th St & New York Ave NW,10th & G St NW,38.9002912,-77.0295883,38.8983151,-77.0259896
14th & Belmont St NW,10th & G St NW,38.921086,-77.031873,38.8983151,-77.0259896
14th & D St NW / Ronald Reagan Building,10th & G St NW,38.8939166,-77.0307749,38.8983151,-77.0259896
14th & G St NW,10th & G St NW,38.8983306,-77.0319663,38.8983151,-77.0259896
14th & Harvard St NW,10th & G St NW,38.9265708,-77.0324139,38.8983151,-77.0259896
14th & L St NW,10th & G St NW,38.903746,-77.0319747,38.8983151,-77.0259896
14th & Newton St NW,10th & G St NW,38.9318686,-77.0327472,38.8983151,-77.0259896
14th & R St NW,10th & G St NW,38.9126061,-77.0319494,38.8983151,-77.0259896
14th & Rhode Island Ave NW,10th & G St NW,38.9088311,-77.0319575,38.8983151,-77.0259896
14th & V St NW,10th & G St NW,38.9181132,-77.0319544,38.8983151,-77.0259896
14th St & Spring Rd NW,10th & G St NW,38.9370752,-77.0327226,38.8983151,-77.0259896
15th & K St NW,10th & G St NW,38.9024168,-77.0345695,38.8983151,-77.0259896
15th & L St NW,10th & G St NW,38.9037458,-77.0345694,38.8983151,-77.0259896
15th & M St NW,10th & G St NW,38.9056496,-77.0345673,38.8983151,-77.0259896
15th & P St NW,10th & G St NW,38.9096682,-77.0345588,38.8983151,-77.0259896
15th & W St NW,10th & G St NW,38.9191619,-77.034716,38.8983151,-77.0259896
15th St & Constitution Ave NW,10th & G St NW,38.8921024,-77.0336424,38.8983151,-77.0259896
15th St & Massachusetts Ave SE,10th & G St NW,38.9065186,-77.0345597,38.8983151,-77.0259896
16th & Harvard St NW,10th & G St NW,38.9262792,-77.0364613,38.8983151,-77.0259896
16th & Irving St NW,10th & G St NW,38.9286821,-77.0364572,38.8983151,-77.0259896
16th & R St NW,10th & G St NW,38.9126037,-77.0365134,38.8983151,-77.0259896
17th & Corcoran St NW,10th & G St NW,38.9118701,-77.0384855,38.8983151,-77.0259896
17th & G St NW,10th & G St NW,38.8983186,-77.0394614,38.8983151,-77.0259896
17th & K St NW,10th & G St NW,38.9024024,-77.0395084,38.8983151,-77.0259896
17th & K St NW / Farragut Square,10th & G St NW,38.9021566,-77.0380023,38.8983151,-77.0259896
17th St & Independence Ave SW,10th & G St NW,38.8879587,-77.0387413,38.8983151,-77.0259896
17th St & Massachusetts Ave NW,10th & G St NW,38.9079341,-77.0385233,38.8983151,-77.0259896
18th & C St NW,10th & G St NW,38.8935359,-77.0417413,38.8983151,-77.0259896
18th & M St NW,10th & G St NW,38.9056568,-77.0416876,38.8983151,-77.0259896
18th & R St NW,10th & G St NW,38.9126074,-77.0416631,38.8983151,-77.0259896
18th St & Pennsylvania Ave NW,10th & G St NW,38.899316,-77.041633,38.8983151,-77.0259896
18th St & Wyoming Ave NW,10th & G St NW,38.9187411,-77.0416565,38.8983151,-77.0259896
19th & G St NW,10th & G St NW,38.898331,-77.0434727,38.8983151,-77.0259896
19th & K St NW,10th & G St NW,38.902416,-77.0434552,38.8983151,-77.0259896
19th St & Pennsylvania Ave NW,10th & G St NW,38.9002149,-77.043466,38.8983151,-77.0259896
1st & D St SE,10th & G St NW,38.88494,-77.00873,38.8983151,-77.0259896
1st & H St NW,10th & G St NW,38.9002169,-77.0312345,38.8983151,-77.0259896
1st & M St NE,10th & G St NW,38.9056533,-77.0058882,38.8983151,-77.0259896
1st & M St SE,10th & G St NW,38.8768635,-76.9831619,38.8983151,-77.0259896
1st & O St NW,10th & G St NW,38.9601576,-77.0116249,38.8983151,-77.0259896
1st & Rhode Island Ave NW,10th & G St NW,38.9112599,-77.0251579,38.8983151,-77.0259896
20th & E St NW,10th & G St NW,38.8959408,-77.0449224,38.8983151,-77.0259896
20th & O St NW / Dupont South,10th & G St NW,38.907743,-77.043655,38.8983151,-77.0259896
20th St & Florida Ave NW,10th & G St NW,38.9151073,-77.044913,38.8983151,-77.0259896
21st & I St NW,10th & G St NW,38.9007023,-77.0466551,38.8983151,-77.0259896
22nd & H St NW,10th & G St NW,38.8995813,-77.0488358,38.8983151,-77.0259896
22nd & P ST NW,10th & G St NW,38.909643,-77.0487969,38.8983151,-77.0259896
22nd St & Constitution Ave NW,10th & G St NW,38.8921184,-77.0488686,38.8983151,-77.0259896
23rd & M St NW,10th & G St NW,38.9052669,-77.0501284,38.8983151,-77.0259896
25th St & Pennsylvania Ave NW,10th & G St NW,38.9036639,-77.0533013,38.8983151,-77.0259896
2nd & G St NE,10th & G St NW,38.89894,-77.00901,38.8983151,-77.0259896
2nd St & Massachusetts Ave NE,10th & G St NW,38.8952128,-77.0035114,38.8983151,-77.0259896
34th St & Wisconsin Ave NW,10th & G St NW,38.915761,-77.067795,38.8983151,-77.0259896
37th & O St NW / Georgetown University,10th & G St NW,38.9076089,-77.0722585,38.8983151,-77.0259896
3rd & H St NW,10th & G St NW,38.9002169,-77.0312345,38.8983151,-77.0259896
3rd & M St NE,10th & G St NW,38.905696,-76.997098,38.8983151,-77.0259896
3rd & Tingey St SE,10th & G St NW,38.8748964,-76.9999472,38.8983151,-77.0259896
3rd St & Pennsylvania Ave SE,10th & G St NW,38.887124,-77.001692,38.8983151,-77.0259896
4th & C St SW,10th & G St NW,38.88631,-77.01799,38.8983151,-77.0259896
4th & D St NW / Judiciary Square,10th & G St NW,38.8946621,-77.0306956,38.8983151,-77.0259896
4th & E St SW,10th & G St NW,38.8832394,-77.0154581,38.8983151,-77.0259896
4th & East Capitol St NE,10th & G St NW,38.8898269,-76.9541242,38.8983151,-77.0259896
4th & M St SW,10th & G St NW,38.8765291,-77.0141041,38.8983151,-77.0259896
4th St & Madison Dr NW,10th & G St NW,38.8905995,-77.0175703,38.8983151,-77.0259896
5th & F St NW,10th & G St NW,38.897337,-77.018929,38.8983151,-77.0259896
5th & K St NW,10th & G St NW,38.9025277,-77.0189305,38.8983151,-77.0259896
5th St & Massachusetts Ave NW,10th & G St NW,38.9011312,-77.0189262,38.8983151,-77.0259896
6th & H St NE,10th & G St NW,38.9002104,-76.9984441,38.8983151,-77.0259896
6th St & Indiana Ave NW,10th & G St NW,38.8944395,-77.0199018,38.8983151,-77.0259896
7th & E St SW,10th & G St NW,38.8832442,-77.0219776,38.8983151,-77.0259896
7th & F St NW / National Portrait Gallery,10th & G St NW,38.8978267,-77.023019,38.8983151,-77.0259896
7th & K St NW,10th & G St NW,38.9021412,-77.021891,38.8983151,-77.0259896
7th & R St NW / Shaw Library,10th & G St NW,38.9124464,-77.022271,38.8983151,-77.0259896
7th & T St NW,10th & G St NW,38.915572,-77.021919,38.8983151,-77.0259896
8th & D St NW,10th & G St NW,38.8947972,-77.0229688,38.8983151,-77.0259896
8th & East Capitol St NE,10th & G St NW,38.8898269,-76.9541242,38.8983151,-77.0259896
8th & F St NE,10th & G St NW,38.897333,-76.994965,38.8983151,-77.0259896
8th & H St NW,10th & G St NW,38.899814,-77.022948,38.8983151,-77.0259896
8th & O St NW,10th & G St NW,38.9085637,-77.0229375,38.8983151,-77.0259896
Adams Mill & Columbia Rd NW,10th & G St NW,38.9226795,-77.0426674,38.8983151,-77.0259896
Anacostia Library,10th & G St NW,38.8659816,-76.9785367,38.8983151,-77.0259896
California St & Florida Ave NW,10th & G St NW,38.9178137,-77.0403994,38.8983151,-77.0259896
Columbia & Ontario Rd NW,10th & G St NW,38.9221879,-77.0401742,38.8983151,-77.0259896
Columbia Rd & Belmont St NW,10th & G St NW,38.9205817,-77.043926,38.8983151,-77.0259896
Columbia Rd & Georgia Ave NW,10th & G St NW,38.9281258,-77.023104,38.8983151,-77.0259896
Columbus Circle / Union Station,10th & G St NW,38.896995,-77.006384,38.8983151,-77.0259896
Constitution Ave & 2nd St NW/DOL,10th & G St NW,38.8921052,-77.0136447,38.8983151,-77.0259896
Convention Center / 7th & M St NW,10th & G St NW,38.9056431,-77.0219318,38.8983151,-77.0259896
Crystal Dr & 15th St S,10th & G St NW,38.8601073,-77.0493393,38.8983151,-77.0259896
D St & Maryland Ave NE,10th & G St NW,38.8947301,-76.9968333,38.8983151,-77.0259896
Eastern Market / 7th & North Carolina Ave SE,10th & G St NW,38.8864481,-76.996479,38.8983151,-77.0259896
Florida Ave & R St NW,10th & G St NW,38.9126039,-77.0132898,38.8983151,-77.0259896
Harvard St & Adams Mill Rd NW,10th & G St NW,38.9280355,-77.0434081,38.8983151,-77.0259896
Henry Bacon Dr & Lincoln Memorial Circle NW,10th & G St NW,38.8901667,-77.049611,38.8983151,-77.0259896
Independence Ave & L'Enfant Plaza SW/DOE,10th & G St NW,38.8862882,-77.0265843,38.8983151,-77.0259896
Jefferson Dr & 14th St SW,10th & G St NW,38.8886121,-77.0319526,38.8983151,-77.0259896
Jefferson Memorial,10th & G St NW,38.8814158,-77.0364657,38.8983151,-77.0259896
Kansas Ave & Sherman Cr NW,10th & G St NW,38.9468708,-77.0222323,38.8983151,-77.0259896
King St Metro South,10th & G St NW,38.8071744,-77.0600935,38.8983151,-77.0259896
L'Enfant Plaza / 7th & C St SW,10th & G St NW,38.8839245,-77.024976,38.8983151,-77.0259896
Lamont & Mt Pleasant NW,10th & G St NW,38.9311391,-77.0382492,38.8983151,-77.0259896
Lincoln Memorial,10th & G St NW,38.8892686,-77.050176,38.8983151,-77.0259896
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,10th & G St NW,38.9147079,-77.0070772,38.8983151,-77.0259896
M St & Pennsylvania Ave NW,10th & G St NW,38.9052453,-77.0579267,38.8983151,-77.0259896
Maine Ave & 9th St SW,10th & G St NW,38.8802954,-77.0249438,38.8983151,-77.0259896
Maryland Ave & E St NE,10th & G St NW,38.8961161,-76.9931643,38.8983151,-77.0259896
Massachusetts Ave & Dupont Circle NW,10th & G St NW,38.909303,-77.0427814,38.8983151,-77.0259896
Metro Center / 12th & G St NW,10th & G St NW,38.8980522,-77.0282299,38.8983151,-77.0259896
New Hampshire Ave & 24th St NW,10th & G St NW,38.9011215,-77.0514178,38.8983151,-77.0259896
New Hampshire Ave & T St NW,10th & G St NW,38.9155803,-77.0378968,38.8983151,-77.0259896
New Jersey Ave & F St NW,10th & G St NW,38.8973436,-77.0118709,38.8983151,-77.0259896
New Jersey Ave & N St NW/Dunbar HS,10th & G St NW,38.9075024,-77.0128468,38.8983151,-77.0259896
New Jersey Ave & R St NW,10th & G St NW,38.9125993,-77.0173559,38.8983151,-77.0259896
New York Ave & 15th St NW,10th & G St NW,38.8987597,-77.0336773,38.8983151,-77.0259896
New York Ave & Hecht Ave NE,10th & G St NW,38.9160259,-76.983832,38.8983151,-77.0259896
North Capitol St & G Pl NE,10th & G St NW,38.8995605,-77.0090117,38.8983151,-77.0259896
Park Rd & Holmead Pl NW,10th & G St NW,38.9309272,-77.030867,38.8983151,-77.0259896
Potomac & Pennsylvania Ave SE,10th & G St NW,38.8731037,-76.9695601,38.8983151,-77.0259896
Rhode Island & Connecticut Ave NW,10th & G St NW,38.9056638,-77.0412097,38.8983151,-77.0259896
S Arlington Mill Dr & Campbell Ave,10th & G St NW,38.8421334,-77.0896973,38.8983151,-77.0259896
Thomas Circle,10th & G St NW,38.9059397,-77.0317658,38.8983151,-77.0259896
US Dept of State / Virginia Ave & 21st St NW,10th & G St NW,38.8948244,-77.0470168,38.8983151,-77.0259896
USDA / 12th & C St SW,10th & G St NW,38.8867712,-77.029926,38.8983151,-77.0259896
USDA / 12th & C St SW,10th & G St NW,38.8867712,-77.029926,38.8983151,-77.0259896
Vermont Ave & I St NW,10th & G St NW,38.9013406,-77.0345896,38.8983151,-77.0259896
Virginia Ave & 25th St NW,10th & G St NW,38.9008492,-77.0533105,38.8983151,-77.0259896
Washington & Independence Ave SW/HHS,10th & G St NW,38.8866441,-77.0144068,38.8983151,-77.0259896
Wisconsin Ave & O St NW,10th & G St NW,38.9084234,-77.0638834,38.8983151,-77.0259896
10th & E St NW,10th & K St NW,38.8961384,-77.0260002,38.90253,-77.0259938
10th & G St NW,10th & K St NW,38.8983151,-77.0259896,38.90253,-77.0259938
10th & K St NW,10th & K St NW,38.90253,-77.0259938,38.90253,-77.0259938
10th & U St NW,10th & K St NW,38.917007,-77.0259857,38.90253,-77.0259938
10th St & L'Enfant Plaza SW,10th & K St NW,38.8842094,-77.0253936,38.90253,-77.0259938
11th & F St NW,10th & K St NW,38.8973435,-77.0270466,38.90253,-77.0259938
11th & Girard St NW,10th & K St NW,38.925755,-77.02704,38.90253,-77.0259938
11th & Kenyon St NW,10th & K St NW,38.929685,-77.0277483,38.90253,-77.0259938
11th & M St NW,10th & K St NW,38.905637,-77.027041,38.90253,-77.0259938
11th & O St NW,10th & K St NW,38.9085726,-77.0270402,38.90253,-77.0259938
11th & S St NW,10th & K St NW,38.9140948,-77.0270455,38.90253,-77.0259938
12th & L St NW,10th & K St NW,38.9037322,-77.028088,38.90253,-77.0259938
12th & U St NW,10th & K St NW,38.9170019,-77.0280891,38.90253,-77.0259938
13th & H St NE,10th & K St NW,38.9002048,-76.9883091,38.90253,-77.0259938
13th St & New York Ave NW,10th & K St NW,38.9002912,-77.0295883,38.90253,-77.0259938
14th & D St NW / Ronald Reagan Building,10th & K St NW,38.8939166,-77.0307749,38.90253,-77.0259938
14th & D St SE,10th & K St NW,38.8946621,-77.0306956,38.90253,-77.0259938
14th & G St NW,10th & K St NW,38.8983306,-77.0319663,38.90253,-77.0259938
14th & Girard St NW,10th & K St NW,38.925502,-77.032316,38.90253,-77.0259938
14th & Harvard St NW,10th & K St NW,38.9265708,-77.0324139,38.90253,-77.0259938
14th & Irving St NW,10th & K St NW,38.9287772,-77.0326506,38.90253,-77.0259938
14th & L St NW,10th & K St NW,38.903746,-77.0319747,38.90253,-77.0259938
14th & R St NW,10th & K St NW,38.9126061,-77.0319494,38.90253,-77.0259938
14th & Rhode Island Ave NW,10th & K St NW,38.9088311,-77.0319575,38.90253,-77.0259938
14th & V St NW,10th & K St NW,38.9181132,-77.0319544,38.90253,-77.0259938
14th St & New York Ave NW,10th & K St NW,38.8993304,-77.0319713,38.90253,-77.0259938
15th & K St NW,10th & K St NW,38.9024168,-77.0345695,38.90253,-77.0259938
15th & L St NW,10th & K St NW,38.9037458,-77.0345694,38.90253,-77.0259938
15th & M St NW,10th & K St NW,38.9056496,-77.0345673,38.90253,-77.0259938
15th & P St NW,10th & K St NW,38.9096682,-77.0345588,38.90253,-77.0259938
15th & W St NW,10th & K St NW,38.9191619,-77.034716,38.90253,-77.0259938
15th St & Constitution Ave NW,10th & K St NW,38.8921024,-77.0336424,38.90253,-77.0259938
